step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,client_id
178,TRANSFER,1413.6728895570695,C501501887,18727.688451295882,16195.244170546566,M670777490,8034.979650304106,9448.652539861176,0,2
600,DEBIT,62.12663814467969,C970658217,4738.784359637005,2620.6974927057413,M258990163,6626.855029661676,6688.981667806355,0,0
71,TRANSFER,450.54761363349206,C694843639,11459.428679612629,4933.974636840742,M266154930,10399.238287648144,10849.785901281637,0,1
308,CASH_OUT,362.1332702474164,C938694442,7274.01525730675,6403.669340623094,M255381303,15709.176949957431,16071.310220204847,0,0
64,TRANSFER,78.10946467835693,C606039700,14515.750892847376,11135.947106593138,M423198624,19083.548324516283,19161.65778919464,0,2
451,PAYMENT,244.7627509046701,C960028497,47.660691688895525,25.67130937012477,M211466020,17839.678726293958,18084.441477198627,0,2
560,DEBIT,463.1785162536695,C372868562,19593.57492392312,17837.39670330437,M680588627,15149.896573148559,15613.075089402228,0,2
631,CASH_OUT,351.2827986740792,C238413476,2760.618152522363,1416.6913543322291,M367706381,4331.790147649648,4683.072946323728,0,2
471,CASH_OUT,150.48627584142537,C784337101,8973.843084876731,4780.611612628274,M174303731,10999.208786348769,11149.695062190194,0,1
182,PAYMENT,637.8177088601594,C447570327,11411.91600196129,5080.374986402664,M851498799,4621.649336284872,5259.467045145032,0,2
59,PAYMENT,280.12250181814164,C721898513,14268.722771712939,10466.08195588594,M725714638,15643.786473656339,15923.90897547448,0,0
133,CASH_IN,255.82214790448162,C685880953,6000.546821331279,3468.7023587342273,M242565181,17084.079951213298,17339.90209911778,0,0
418,PAYMENT,343.8207893728177,C923807821,13584.478388903946,9796.562312877475,M786520412,14530.593067445854,14874.413856818672,0,1
644,CASH_OUT,110.49934955367627,C554285115,271.1323506413632,178.41927477044715,M814700548,11118.20178500873,11228.701134562407,0,2
556,CASH_OUT,49.83557344877731,C415455441,16840.744022856878,14830.65312115496,M797515431,603.8192892176863,653.6548626664636,0,2
185,DEBIT,413.26644839988984,C425076455,6004.299095750758,2871.844325197803,M668693756,8029.281896550496,8442.548344950386,0,1
653,TRANSFER,588.4424493185832,C641959956,19518.13519606974,10509.32322490804,M524879397,4143.403756629136,4731.84620594772,0,2
684,CASH_OUT,1193.3069404038383,C223616189,7524.876950171591,1672.4518235699552,M456634658,3632.6437277207324,4825.950668124571,1,0
726,PAYMENT,27.648601279604495,C332522192,1263.3557412464124,744.8061595155905,M209607858,3981.068326820427,4008.7169281000315,0,2
344,PAYMENT,164.8078868417446,C337877117,334.5843737028664,168.8232468626854,M264656824,897.2800227620326,1062.0879096037772,0,2
202,PAYMENT,82.19748807985272,C862502008,9771.330281825443,6801.775542044807,M283355120,5257.281762095887,5339.479250175739,0,0
198,TRANSFER,59.30773900940679,C217744376,11804.145715484425,5629.5880445075945,M189572606,13151.590061652954,13210.897800662362,0,0
154,TRANSFER,264.4171472348502,C691892909,18269.775025810173,9760.316861421565,M566656662,10529.03870161602,10793.45584885087,0,0
254,DEBIT,776.7697790293412,C508254031,10878.045004391852,6070.347082906819,M631735667,2819.211837928746,3595.981616958087,0,2
674,TRANSFER,681.3435266309762,C974125465,11008.879873082591,7248.341885309412,M198494843,17480.319616884495,18161.66314351547,0,2
87,PAYMENT,30.734035096806675,C204275256,13706.375565862765,7500.154826370029,M643662973,4640.244160777098,4670.978195873905,0,2
63,PAYMENT,112.79726367245182,C397141387,10893.347097523454,9485.011831232685,M811449525,14687.974673537248,14800.7719372097,0,0
161,PAYMENT,262.7630598915704,C986676253,17930.78429586162,10887.187490151235,M714709795,10605.229429440444,10867.992489332015,0,2
53,TRANSFER,877.8253614952271,C995426362,14664.641006915517,12597.854600635732,M736706126,18528.302336658322,19406.12769815355,0,1
32,CASH_IN,88.30486760600668,C741654372,2843.4117070519037,1366.4850945578162,M658356389,3412.441954161125,3500.7468217671317,0,0
20,TRANSFER,326.11156122693876,C358108258,13653.087640613638,9600.729959672784,M960116700,18879.89052392281,19206.00208514975,0,0
229,TRANSFER,346.2903541750675,C647569655,18366.13620911541,11096.24879861427,M879377361,12039.417552265708,12385.707906440775,0,1
219,TRANSFER,499.6456041163287,C876691805,19554.496497381104,13406.953704428211,M427462649,12077.955365210204,12577.600969326533,0,1
59,TRANSFER,564.4221412959786,C740864705,14589.945447061868,12711.573380948546,M757007250,5533.9926235878265,6098.414764883805,0,0
417,PAYMENT,423.7053175986136,C831746648,11638.732668608434,10404.203655803156,M360015443,12276.065349959203,12699.770667557816,0,2
169,PAYMENT,540.1256354228051,C831763599,5311.402910632321,3211.7140187977043,M271774760,10289.226307036188,10829.351942458992,0,2
733,CASH_OUT,274.2729088854199,C185102637,9550.165860462726,5635.984150728342,M812456436,8085.782905998749,8360.055814884168,0,2
407,TRANSFER,375.03500617897487,C195817811,19825.664830187776,11524.988938295557,M963951789,18810.993879289967,19186.028885468942,0,1
98,PAYMENT,46.70176093155613,C737500728,4030.7596331740347,2220.8301963997005,M646594831,18340.148532919287,18386.850293850843,0,2
250,PAYMENT,135.22255958134443,C856030562,16340.108823244516,8171.37836880399,M552152350,7756.137287463119,7891.359847044463,0,1
93,PAYMENT,175.17374936087262,C819729159,5059.784609297775,4486.496561214988,M512498333,19410.132736653126,19585.306486014,0,2
282,TRANSFER,150.9501725758197,C547693441,11106.333177165918,10113.22871735751,M851252245,5318.037629115364,5468.987801691184,0,2
453,PAYMENT,597.775593201064,C765733791,4681.584603960978,2382.896879973568,M740546641,2217.7177710182436,2815.4933642193078,0,0
734,CASH_IN,271.98872099115107,C806178067,13202.424615427086,12177.186869667454,M165892878,19383.398566511227,19655.387287502377,0,2
320,CASH_IN,598.9437841789307,C760884291,13378.687858198777,11278.53220890979,M492793453,12406.254473427516,13005.198257606447,0,2
356,PAYMENT,232.22960370832138,C385406792,17031.550990365005,10128.641462726415,M240725169,15797.477569344936,16029.707173053257,0,2
428,CASH_OUT,148.16270745478113,C119742164,14584.850796706769,7422.748960960703,M442129859,5885.440814554641,6033.603522009423,0,0
421,PAYMENT,55.90953650404208,C849528760,19766.484797184712,11946.031645864896,M846485484,1155.0124252706717,1210.9219617747137,0,0
668,PAYMENT,257.56045792296635,C217447962,10504.601518095611,7450.494100492232,M315256361,13864.92357857695,14122.484036499916,0,1
740,PAYMENT,129.71756633474314,C372682334,17382.315046274296,8225.91597618836,M498435212,12765.638879120352,12895.356445455094,0,2
736,CASH_IN,388.6386989767043,C477450784,18716.79076042908,9709.364170547982,M635090678,17087.586290124193,17476.224989100898,0,2
126,DEBIT,266.80588755936907,C591017513,17352.21683314373,12287.766149277373,M270786399,11289.428740608008,11556.234628167376,0,1
716,CASH_IN,561.2964429540042,C301649603,14301.10667734156,12797.866112866244,M528467890,11081.80499653159,11643.101439485594,0,2
727,PAYMENT,517.7410639666815,C287204180,9289.314489702096,4194.04066324604,M752681844,3006.240937387563,3523.9820013542444,0,2
49,CASH_OUT,131.52998078384528,C689023788,11827.498641560667,9389.520963518402,M511426329,5754.88145974536,5886.411440529206,0,0
438,DEBIT,223.3588402897654,C206466815,2364.1295703753462,1352.5699042204374,M185993838,1285.4222606973265,1508.7811009870918,0,0
506,CASH_IN,314.9784375743094,C805802482,15335.955972490321,14148.192443003005,M210878757,5268.110292362638,5583.088729936947,0,1
112,PAYMENT,294.68011589194464,C749964959,3380.8005143145438,2856.3167456237493,M731156597,15803.045493960766,16097.72560985271,0,1
502,CASH_OUT,469.543481621342,C460445308,9110.042823737338,7648.022585840462,M192523574,15569.46673698192,16039.010218603262,0,2
46,CASH_IN,447.6274474311706,C631153204,8709.280915262534,5238.640668722162,M584345403,18266.407020813807,18714.03446824498,0,1
134,TRANSFER,137.27758358088775,C122883957,19312.964424301124,13572.90418526125,M999398422,11444.43081723967,11581.708400820558,0,0
528,PAYMENT,373.269487069165,C397948781,6499.277573279332,3339.110795317032,M428672884,10006.702254513837,10379.971741583002,0,1
407,PAYMENT,83.40446540665971,C503675905,18028.22303682474,9076.23902295098,M423616038,7453.035502641561,7536.43996804822,0,1
368,PAYMENT,154.8821339600889,C488934069,7067.888044167323,4682.780802813906,M759610767,3841.6887048965955,3996.5708388566845,0,0
344,CASH_OUT,57.96680916090021,C765650624,12023.864050050897,8454.96684578891,M540564991,3990.453735145183,4048.4205443060832,0,0
200,TRANSFER,344.36841224915224,C837686526,9157.339441703485,6275.876441886794,M195008407,335.3443347471696,679.7127469963218,0,2
604,CASH_IN,214.96234269338947,C702206887,7642.207922440394,5740.436468702572,M557363228,15754.305081769551,15969.267424462942,0,0
500,TRANSFER,230.597377334456,C208273218,3723.985687192273,2461.1166993123265,M664542405,12431.38881589974,12661.986193234196,0,1
212,TRANSFER,233.34922940995656,C195764435,18141.20233563465,13075.781894065805,M867163037,5632.73712951011,5866.086358920067,0,1
15,PAYMENT,35.49294957281453,C649028983,16837.282332549355,7972.817023985497,M861075245,9691.061195397,9726.554144969814,0,2
371,PAYMENT,181.0593088719196,C231063468,19660.792664083154,10253.305703158805,M658860417,14808.708892454018,14989.768201325938,0,0
346,TRANSFER,575.5156131024364,C904505142,19805.37227099446,9485.822480688894,M585465959,2208.7528206519955,2784.268433754432,0,1
678,PAYMENT,387.31697115080317,C529862513,19593.569536403353,16954.10829865778,M756133092,3233.601672319739,3620.918643470542,0,1
702,CASH_OUT,482.79836555370173,C365960098,17664.228721591055,12178.619649363609,M748387093,13545.407512655294,14028.205878208995,0,0
90,CASH_OUT,146.47204322741734,C769369169,16601.926253194357,13739.22400283485,M891508163,8016.48186187027,8162.953905097687,0,2
687,CASH_IN,103.9326735792261,C309515609,2137.527908024794,1769.9976989077811,M984784935,8686.164631846534,8790.09730542576,0,1
494,PAYMENT,284.79626932320326,C778506914,12356.400981648103,5991.627508297526,M845423081,6585.773886069724,6870.570155392927,0,0
316,PAYMENT,735.7598158434764,C400444382,3214.508311345352,3050.1189205047367,M991682309,4806.601109168216,5542.360925011692,0,1
467,DEBIT,130.15677477599442,C162685073,12421.968526161707,6240.675826153622,M136764276,9004.616623097036,9134.77339787303,0,2
107,CASH_OUT,144.31812640200292,C230456492,4816.642845214703,4160.7828186486,M128981851,1499.882082542543,1644.200208944546,0,2
304,TRANSFER,557.9409076857037,C232042156,9252.682027099367,4914.37347380122,M535485641,11001.524026567553,11559.464934253258,0,0
10,PAYMENT,340.4152216499099,C895107468,123.70827123059813,53.192533797171365,M619262310,1979.1914787260678,2319.6067003759777,0,1
165,DEBIT,126.75368762435316,C424873911,18851.51229013279,10674.453366459911,M338305083,98.66572235668336,225.41940998103652,0,2
217,CASH_OUT,326.1472059685105,C892448767,16368.150354813999,9427.026677892358,M770448593,18279.34047016967,18605.487676138182,0,1
420,PAYMENT,303.2566015400077,C181487369,12298.2504001182,6706.098857079699,M831543892,548.0786601728105,851.3352617128182,0,1
477,TRANSFER,85.1742670994368,C690403275,15815.154540276519,9017.014011748666,M512685647,13687.66643626212,13772.840703361557,0,1
664,CASH_OUT,463.7984368477084,C211278717,5550.10536145439,4548.143696931018,M689364844,19809.668963960532,20273.46740080824,0,0
741,TRANSFER,660.2143283265265,C439098612,18140.155020433045,8994.903180980788,M861037830,7187.263814443916,7847.478142770443,0,1
13,PAYMENT,396.0057411692579,C668096939,6428.83710897235,4233.872216620612,M898196810,18598.401093880537,18994.406835049795,0,0
697,TRANSFER,410.9515872102435,C378525977,6800.872878152207,6010.367237940949,M452866953,6081.8108181271355,6492.762405337379,0,2
728,TRANSFER,139.9521890507317,C869171739,9962.712870707594,7923.133338590737,M259597549,16803.545011696926,16943.497200747657,0,1
605,PAYMENT,1101.320292345996,C993731303,1185.1543117560248,877.2106338995338,M183852244,2274.9229944409576,3376.243286786954,0,0
290,PAYMENT,129.5129499798645,C657598666,14297.758603466513,9746.15805280922,M760229354,12279.554150114656,12409.06710009452,0,2
663,CASH_IN,664.7620664136532,C970817288,2234.5752112056207,1363.0941541995467,M958821989,4149.9858470575355,4814.747913471188,0,1
1,CASH_OUT,131.0550334479578,C487513425,3986.8609542362287,1932.4604832625114,M431725914,6339.13742473726,6470.192458185217,0,1
407,CASH_OUT,152.17229172235787,C631319814,16292.35085253649,9694.177450344483,M986004463,19086.584978883573,19238.757270605933,0,0
449,CASH_IN,282.33721589991666,C209112018,3615.6633160275355,2590.205430707335,M646153081,6019.460053840587,6301.797269740503,0,1
47,CASH_OUT,208.7733883742493,C764040782,19172.955420038943,9406.828933209468,M216381420,3126.4535113120282,3335.2268996862776,0,2
633,CASH_OUT,151.701312474945,C651945733,1072.118910640314,799.4664540015438,M202730883,6477.305069716741,6629.006382191686,0,2
18,PAYMENT,281.2267671909771,C871580188,16148.067831748638,7131.558514165303,M504138029,12199.28338764142,12480.510154832398,0,0
409,CASH_IN,278.48480132376596,C708530028,6274.163459655633,2512.037645463916,M479430855,243.06199815102624,521.5467994747922,0,2
644,CASH_IN,98.35438931896444,C538238137,2704.376259240944,2429.8871558203905,M146871038,17045.96847927327,17144.322868592233,0,0
312,PAYMENT,53.25210415331153,C322836484,1997.3768406250026,1682.8060118258281,M459034724,7306.167902342513,7359.420006495825,0,1
334,CASH_OUT,19.11595491677771,C856660999,13719.988811761195,8020.920284095415,M490241157,14749.130693296504,14768.24664821328,0,1
450,PAYMENT,451.7975292209644,C558569372,7175.883011533657,6508.228597448706,M597786960,10846.409306670137,11298.206835891102,0,1
479,PAYMENT,206.21585531393052,C172771374,6931.04282012766,6501.788350070769,M322175419,723.1038749105978,929.3197302245284,0,2
37,CASH_OUT,353.61112564837254,C478921310,13854.454853513336,6190.348576552716,M551971747,18858.70412340419,19212.31524905256,0,1
608,PAYMENT,160.56036308337613,C330603467,14648.291350784224,10975.767756409006,M772254327,17202.688676717305,17363.24903980068,0,1
156,PAYMENT,171.50506205353227,C447083685,18499.60416793679,9298.675511399346,M442707814,18806.83611279466,18978.341174848192,0,1
681,PAYMENT,256.55599440001134,C403930795,2053.417253387657,1172.1791531772756,M496410779,16665.445590425985,16922.001584825997,0,1
442,CASH_OUT,26.52452832288651,C449581964,18603.094303760103,12294.64421389873,M546012281,2946.122207526496,2972.6467358493824,0,2
490,PAYMENT,199.60885096930295,C670794312,1685.4016318098663,1373.5784301362378,M958871815,9572.953728998675,9772.562579967978,0,0
170,TRANSFER,396.95069156094553,C916784951,406.67218396381656,211.2187744578592,M522158004,5085.962797760164,5482.913489321109,0,2
662,PAYMENT,124.35246425123091,C746902487,16525.140585548674,14607.113403560477,M616054342,4370.351901160283,4494.704365411514,0,2
267,PAYMENT,562.969238522574,C872249964,8013.230551128931,7318.527758271157,M985296135,877.3386186907684,1440.3078572133422,0,0
466,PAYMENT,207.85609683440472,C150086418,18231.263971690627,14429.192469180965,M392116044,8183.429923176566,8391.286020010972,0,1
695,CASH_IN,298.942280699556,C102237412,13785.861053787174,12634.27799184033,M779232800,8114.126227437743,8413.0685081373,0,0
395,CASH_OUT,21.243572470019593,C827803566,5899.096679913442,3206.5570677569945,M195453817,17461.46719825245,17482.710770722468,0,0
232,PAYMENT,149.56177452964968,C699540487,4050.1927019215113,3320.255121819944,M224044415,8181.633795597856,8331.195570127506,0,1
129,CASH_IN,104.64277295413994,C990526186,19285.715501183244,17739.87681719002,M949114280,9369.778628078666,9474.421401032805,0,0
531,PAYMENT,134.14291218679605,C258008385,9442.625786286317,4300.971948881329,M195837055,19610.36271986492,19744.505632051714,0,1
232,PAYMENT,464.1146675138466,C305751720,9256.339535200255,8567.313375882663,M976606702,2688.7696441677945,3152.884311681641,0,2
391,PAYMENT,179.51806084660663,C700465676,1840.3905805879717,1325.3795687204615,M276053880,11584.62303950103,11764.141100347637,0,2
362,PAYMENT,160.25597895914626,C193767078,7864.175063092925,3975.769993501994,M941966606,18249.21758634437,18409.473565303517,0,1
316,PAYMENT,615.254401222234,C278943105,7685.460513505053,5507.59667518432,M489289409,13824.079763860984,14439.334165083217,0,1
538,DEBIT,282.36734758677613,C842240339,19643.61688519841,9228.814336676189,M418926486,15696.465227286239,15978.832574873015,0,2
656,CASH_OUT,91.86807477619841,C230953568,14495.240310131416,8095.976648113504,M616966197,1700.203274902976,1792.0713496791745,0,1
274,CASH_IN,201.17817764603106,C638152741,19003.665153495847,10323.789384426278,M423618487,17379.342945246844,17580.521122892875,0,2
579,CASH_IN,167.23197205596958,C591217871,7343.672667404912,5114.841414334909,M261513849,16545.140282145807,16712.372254201775,0,1
715,CASH_OUT,108.45113362668492,C425359210,17532.10548485135,11623.603106076058,M871045990,8719.59804789885,8828.049181525534,0,2
309,CASH_OUT,499.7414539332456,C912665326,10556.396347475556,7648.791081688869,M455646698,11313.881811769419,11813.623265702665,0,1
307,PAYMENT,598.8595444295983,C214480520,258.0134084505992,122.15918483032462,M887225002,2587.9754198914106,3186.834964321009,0,2
507,CASH_OUT,204.19279560252494,C278159204,3412.645400389569,2126.568571168989,M336029037,1908.3877311927133,2112.5805267952383,0,0
321,CASH_OUT,50.25862881989834,C661110107,19257.145095531683,9346.334046728805,M205865949,4293.046180701474,4343.304809521373,0,1
435,PAYMENT,155.30235758867124,C281185123,14607.465675284557,10265.703263690491,M105166378,9627.430586759496,9782.732944348167,0,0
149,PAYMENT,436.6541147958012,C522957496,1523.7205955824518,1246.5019105851206,M988315513,18168.43182846984,18605.08594326564,0,0
521,DEBIT,231.1542541525379,C707610526,13102.097048657588,5705.009042503857,M160164706,8884.714635789645,9115.868889942183,0,1
411,CASH_OUT,216.61259964921229,C691853336,6433.358745870974,5636.789709277032,M198346541,192.64540388916453,409.2580035383768,0,1
343,PAYMENT,889.5845804649696,C649892701,9263.439716676136,3918.587250392551,M627717840,12757.938092580405,13647.522673045374,0,1
573,PAYMENT,329.35012752412973,C733671278,11383.552465959152,5715.012987169423,M710665627,8289.364149876968,8618.714277401099,0,0
143,DEBIT,846.9943666676726,C565713189,18702.898978129986,14347.72560515938,M311649808,15561.599454400868,16408.59382106854,0,2
437,CASH_OUT,109.27418401161505,C990098169,17817.327502630516,9625.125421655015,M846369737,8251.299444153592,8360.573628165208,0,0
742,PAYMENT,186.74169643780456,C692157833,19181.438385291705,14324.059806431665,M303702447,8910.314175380412,9097.055871818216,0,2
672,CASH_OUT,389.1328999310148,C431626280,16690.49652682258,15544.511214936792,M824090203,1737.9484931994527,2127.0813931304674,0,0
211,TRANSFER,291.85536739701035,C916311431,13706.37950279132,6116.656534590615,M932467608,11018.757000614363,11310.612368011374,0,1
477,DEBIT,503.54492101488603,C444542532,18959.224061581335,17652.6537691476,M794757724,17838.598097319093,18342.14301833398,0,2
200,PAYMENT,160.30885835047815,C610764814,11582.796954146954,10556.88129802637,M102614227,233.99444598280584,394.303304333284,0,0
376,PAYMENT,853.5678049733133,C515235002,12941.739154949271,8985.573024306028,M616448015,13890.08153275708,14743.649337730392,0,1
43,CASH_IN,178.72608704898167,C894674608,11722.41126026183,11059.903916586121,M555635452,9241.26083074187,9419.986917790851,0,0
319,CASH_OUT,332.11071751192134,C851706050,12700.289505929151,7014.27932268657,M971978836,13275.543620772425,13607.654338284347,0,2
376,PAYMENT,384.2971585860552,C997238037,17653.6056310756,7446.24652304524,M257486878,3351.4490780653873,3735.7462366514424,0,0
675,CASH_IN,243.27954976805367,C312067618,17387.6348175492,16265.046371412804,M633705225,6764.419717300525,7007.699267068579,0,2
470,PAYMENT,157.61940873123527,C415329561,9504.078664471255,4081.4337490244898,M831381410,5972.972716709705,6130.59212544094,0,2
225,PAYMENT,43.46287649832194,C191742850,10369.970180436812,4814.078103465454,M233515106,11395.359265889008,11438.822142387331,0,0
2,CASH_OUT,242.57303756209006,C542088151,11306.355083815288,9523.03299857014,M392456048,3103.457822166358,3346.030859728448,0,2
39,TRANSFER,325.1036103828577,C290298218,1783.071389822175,1359.0169843454114,M121858192,7783.110331847789,8108.213942230646,0,1
643,CASH_IN,361.7164980006463,C917976231,14382.290626592607,9250.817399431027,M500197061,8992.671077744888,9354.387575745533,0,2
619,TRANSFER,10.84142318071884,C376654971,11720.375982543765,10166.826882503761,M591472620,9696.405171269562,9707.24659445028,0,0
423,PAYMENT,394.90036876760354,C313410533,8165.585223723473,6303.165917269895,M359569173,14723.539151064833,15118.439519832436,0,0
733,CASH_OUT,974.1058884637531,C253508000,15655.92823406655,10226.573121781017,M556968079,18386.103736396344,19360.209624860097,0,2
417,CASH_IN,182.22591914631647,C889544286,745.5796045683583,671.2987887672797,M207109653,8701.818656970941,8884.044576117258,0,0
319,CASH_IN,156.7197471020003,C627426187,8966.374125053833,7137.7290630846455,M553629358,19888.468012287154,20045.187759389155,0,0
448,CASH_OUT,648.8439893364666,C243332259,16181.346086544963,13830.189107707354,M856437315,13952.78245272525,14601.626442061717,0,0
498,CASH_OUT,322.941871314766,C955638825,17193.633320986533,9939.724306054426,M471399198,7661.4094076227475,7984.351278937514,0,1
59,CASH_OUT,304.2381607952068,C863691701,3239.043462530449,2768.9181214910695,M972445365,11872.468440636821,12176.706601432028,0,2
601,CASH_IN,191.03287068465153,C315902971,19898.290865767925,16504.94867600407,M740241624,2794.9003144681383,2985.93318515279,0,0
491,CASH_OUT,141.36044794800858,C364038866,4499.352272263996,3404.900459647013,M283438811,18573.764105586597,18715.124553534606,0,0
242,CASH_IN,2312.3992922332177,C752461572,12479.392883997029,532.8872731723877,M676578560,10819.778753270553,13132.178045503772,1,0
309,CASH_OUT,120.43566257023059,C730779108,16230.898079669785,8987.18765157985,M945680126,18598.607129090884,18719.042791661115,0,0
365,PAYMENT,162.43755441177873,C731230081,14759.869955691147,6011.252023937974,M518519517,15309.690657728668,15472.128212140447,0,2
576,PAYMENT,57.155213031408465,C388446966,3922.37594431462,3358.3584261970823,M888416511,14796.029621214335,14853.184834245743,0,2
262,PAYMENT,89.37952519993885,C264102117,15395.749330480128,6471.977998295844,M835757316,12079.605137675891,12168.98466287583,0,1
49,PAYMENT,208.64517898148617,C964195498,14032.803658876412,6281.083541072381,M922661394,12734.82910766488,12943.474286646366,0,1
232,PAYMENT,751.8703687368208,C770718140,18692.43782657277,17738.653355137612,M475989930,15399.473273653637,16151.343642390459,0,1
312,PAYMENT,666.5714824870932,C467908672,2322.18372712905,2104.5115014368375,M995721938,13908.545693623093,14575.117176110187,0,2
153,CASH_IN,371.66704556632686,C903907032,3051.8021994333444,2761.4390597653182,M851673983,4547.186870649758,4918.853916216085,0,1
207,TRANSFER,92.59682764498706,C957606121,14712.612076656582,12204.945525608791,M350988607,1887.3729331255217,1979.9697607705089,0,1
416,CASH_OUT,496.96176582695944,C908079792,15112.338160687974,8130.088575906712,M978919238,15181.417310193614,15678.379076020574,0,1
170,CASH_OUT,178.37554064995004,C814104311,15702.987067392301,8692.86864932093,M395688631,4641.404160341142,4819.779700991093,0,0
155,CASH_IN,125.57366786599505,C399728203,1045.5084364507572,641.8148908175092,M350148524,10038.734674842028,10164.308342708024,0,1
178,TRANSFER,326.66796406847203,C765885460,12278.08951432787,10800.183643270226,M240309446,4213.644560173333,4540.3125242418055,0,1
310,PAYMENT,86.18931571291846,C901955419,12274.013429147246,9640.177304445315,M559267067,7959.9696077234,8046.158923436319,0,1
144,PAYMENT,398.621588863382,C725926740,4160.681861569366,1820.527866547784,M834224791,4675.58875314511,5074.210342008492,0,1
336,DEBIT,75.91523243249463,C747734225,18654.859495062185,12258.70864108859,M512767912,2563.4406560541725,2639.355888486667,0,1
199,TRANSFER,146.72046282249661,C508658310,13651.37969354293,9777.33916624902,M326944639,4864.000936877173,5010.72139969967,0,0
99,TRANSFER,160.49044165885084,C340550882,16384.31146197111,9894.698243654177,M661525097,17017.025418541376,17177.515860200227,0,2
618,CASH_IN,419.65859692491847,C895832555,17018.71727334869,15736.876775082535,M672920173,7110.831423625732,7530.49002055065,0,2
218,CASH_IN,462.8089849992377,C433665211,15355.277685153495,12320.178546394327,M396516840,4534.962186275706,4997.771171274943,0,0
220,CASH_OUT,456.515497277779,C679331534,9877.89155289894,5517.341258700075,M454416665,16009.52744934503,16466.04294662281,0,0
222,DEBIT,131.79167647977832,C747856088,12586.692901816226,6660.929239398659,M456939689,5226.600598632518,5358.392275112296,0,2
91,TRANSFER,258.26264291947257,C518611327,3703.4315368685066,2372.3237365434247,M556455211,12863.74416811266,13122.006811032134,0,0
369,CASH_OUT,213.94353568696874,C921448111,16012.820344744307,9551.647479087387,M838699184,11882.269884163674,12096.213419850643,0,2
233,PAYMENT,1083.928331722153,C191805601,5728.847139318358,776.6968635951052,M916218558,5719.951165907164,6803.8794976293175,1,1
515,PAYMENT,298.54933858867224,C731935943,11217.515342786122,5676.155909749852,M232879937,14762.091265371606,15060.640603960279,0,1
146,CASH_IN,974.2403193886172,C591275849,2571.6349595861866,2270.4843686393374,M737854843,8173.30311346697,9147.543432855588,0,2
653,PAYMENT,224.95938830983775,C790174475,13679.293948601018,7449.8584846234535,M629745026,10074.29820241465,10299.257590724486,0,1
469,PAYMENT,263.60142106360735,C215780880,16839.909558294767,8491.631458804324,M394525050,11674.317644800269,11937.919065863876,0,1
337,PAYMENT,468.1366395335045,C575440314,11099.360830952766,8948.967907250437,M220072052,12336.46988344104,12804.606522974544,0,1
661,PAYMENT,161.4774408493154,C676504690,17412.457394626505,7524.834960809554,M469669898,7640.373110007122,7801.850550856438,0,1
